"Comunidad","Ano","RC","Sitio","Zona","Transecto","GeneroEspecie","Abundancia"
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",12,"Sebastes carnatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",12,"Sebastes chrysomelas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",12,"Sebastes flavidus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",12,"Sebastes rastrelliger",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",12,"Sebastes serranoides",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",12,"Semicossyphus pulcher",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",12,"Squatina californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",12,"Stereolepis gigas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Anisotremus davidsonii",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Caulolatilus princeps",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Chromis punctipinnis",11
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Embiotoca jacksoni",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Girella nigricans",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Halichoeres semicinctus",12
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Heterodontus francisci",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Hypsypops rubicundus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Mycteroperca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Mycteroperca jordani",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Mycteroperca xenarcha",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Ophiodon elongatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Oxyjulis californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Paralabrax clathratus",3
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Paralabrax nebulifer",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Rhacochilus vacca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Rhinobatos productus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Scorpaenichthys marmoratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Sebastes",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Sebastes auriculatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Sebastes carnatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Sebastes chrysomelas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Sebastes flavidus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Sebastes rastrelliger",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Sebastes serranoides",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Semicossyphus pulcher",2
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Squatina californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",12,"Stereolepis gigas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Anisotremus davidsonii",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Caulolatilus princeps",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Chromis punctipinnis",22
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Embiotoca jacksoni",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Girella nigricans",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Halichoeres semicinctus",4
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Heterodontus francisci",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Hypsypops rubicundus",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Mycteroperca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Mycteroperca jordani",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Mycteroperca xenarcha",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Ophiodon elongatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Oxyjulis californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Paralabrax clathratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Paralabrax nebulifer",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Rhacochilus vacca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Rhinobatos productus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Scorpaenichthys marmoratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Sebastes",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Sebastes auriculatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Sebastes carnatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Sebastes chrysomelas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Sebastes flavidus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Sebastes rastrelliger",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Sebastes serranoides",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Semicossyphus pulcher",4
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Squatina californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",12,"Stereolepis gigas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Anisotremus davidsonii",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Caulolatilus princeps",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Chromis punctipinnis",4
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Embiotoca jacksoni",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Girella nigricans",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Halichoeres semicinctus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Heterodontus francisci",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Hypsypops rubicundus",2
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Mycteroperca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Mycteroperca jordani",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Mycteroperca xenarcha",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Ophiodon elongatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Oxyjulis californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Paralabrax clathratus",6
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Paralabrax nebulifer",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Rhacochilus vacca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Scorpaenichthys marmoratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Sebastes",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Sebastes auriculatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Sebastes carnatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Sebastes chrysomelas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Sebastes flavidus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Sebastes rastrelliger",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Sebastes serranoides",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Semicossyphus pulcher",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Squatina californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",13,"Stereolepis gigas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Anisotremus davidsonii",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Caulolatilus princeps",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Chromis punctipinnis",17
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Embiotoca jacksoni",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Girella nigricans",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Halichoeres semicinctus",8
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Heterodontus francisci",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Hypsypops rubicundus",2
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Mycteroperca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Mycteroperca jordani",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Mycteroperca xenarcha",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Ophiodon elongatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Oxyjulis californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Paralabrax clathratus",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Paralabrax nebulifer",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Rhacochilus vacca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Rhinobatos productus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Scorpaenichthys marmoratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Sebastes",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Sebastes auriculatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Sebastes carnatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Sebastes chrysomelas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Sebastes flavidus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Sebastes rastrelliger",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Sebastes serranoides",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Semicossyphus pulcher",3
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Squatina californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",13,"Stereolepis gigas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Anisotremus davidsonii",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Caulolatilus princeps",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Chromis punctipinnis",25
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Embiotoca jacksoni",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Girella nigricans",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Halichoeres semicinctus",12
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Heterodontus francisci",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Hypsypops rubicundus",2
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Mycteroperca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Mycteroperca jordani",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Mycteroperca xenarcha",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Ophiodon elongatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Oxyjulis californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Paralabrax clathratus",8
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Paralabrax nebulifer",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Rhacochilus vacca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Rhinobatos productus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Scorpaenichthys marmoratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Sebastes",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Sebastes auriculatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Sebastes carnatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Sebastes chrysomelas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Sebastes flavidus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Sebastes rastrelliger",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Sebastes serranoides",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Semicossyphus pulcher",8
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Squatina californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",13,"Stereolepis gigas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Anisotremus davidsonii",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Caulolatilus princeps",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Chromis punctipinnis",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Embiotoca jacksoni",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Girella nigricans",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Halichoeres semicinctus",6
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Heterodontus francisci",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Hypsypops rubicundus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Mycteroperca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Mycteroperca jordani",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Mycteroperca xenarcha",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Ophiodon elongatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Oxyjulis californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Paralabrax clathratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Paralabrax nebulifer",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Rhacochilus vacca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Scorpaenichthys marmoratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Sebastes",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Sebastes auriculatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Sebastes carnatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Sebastes chrysomelas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Sebastes flavidus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Sebastes rastrelliger",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Sebastes serranoides",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Semicossyphus pulcher",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Squatina californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","Babencho","Control",14,"Stereolepis gigas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Anisotremus davidsonii",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Caulolatilus princeps",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Chromis punctipinnis",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Embiotoca jacksoni",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Girella nigricans",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Halichoeres semicinctus",26
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Heterodontus francisci",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Hypsypops rubicundus",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Mycteroperca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Mycteroperca jordani",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Mycteroperca xenarcha",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Ophiodon elongatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Oxyjulis californica",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Paralabrax clathratus",2
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Paralabrax nebulifer",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Rhacochilus vacca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Rhinobatos productus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Scorpaenichthys marmoratus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Sebastes",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Sebastes auriculatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Sebastes carnatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Sebastes chrysomelas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Sebastes flavidus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Sebastes rastrelliger",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Sebastes serranoides",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Semicossyphus pulcher",4
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Squatina californica",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Dulce","Control",14,"Stereolepis gigas",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Anisotremus davidsonii",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Caulolatilus princeps",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Chromis punctipinnis",6
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Embiotoca jacksoni",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Girella nigricans",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Halichoeres semicinctus",8
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Heterodontus francisci",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Hypsypops rubicundus",1
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Mycteroperca",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Mycteroperca jordani",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Mycteroperca xenarcha",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Ophiodon elongatus",0
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Oxyjulis californica",2
"Isla Natividad",2007,"La Plana / Las Cuevas - La Dulce / Babencho","La Plana / Las Cuevas","Reserva",14,"Paralabrax clathratus",7
